objectid,radefect,radefectlocation,failure,impacttarget,consequence,riskrating,inspectionglobalid,globalid,createddate,failureimpact,workorderglobalid
634315,No Visible Defect,Entire Tree,1,1,1,3,,DD142B55-EC3B-49F2-86E8-4DDC02450E00,2019-11-01 20:19:00.0000000,2,
1329888,Decay,Stem,1,2,2,5,89DEC570-0E1B-489E-B578-17FD97B85F60,E3F8350A-1387-4E7D-A399-423B2ADDAC68,2020-04-03 18:03:00.0000000,3,
957572,Poor Tree Architecture,Stem,2,4,4,10,,C4B4FA85-0948-4957-837C-C34888DDA0F1,2020-01-23 14:45:00.0000000,6,
1072883,Decay,Branches,2,1,1,4,CE834DDB-35B2-4DDC-82D4-FC6CAD074DA1,D596365E-9277-4983-BDCA-669D12DB509B,2020-02-19 17:11:00.0000000,3,
2079533,Decay,Branches,3,2,3,8,005A70F9-8BFB-4E7D-AF3A-BD697F51527A,8938B70B-C395-4B6E-B46E-BA63F9157726,2020-08-05 15:10:26.0000000,5,
519694,Dead Wood,Stem,4,3,4,11,4A35E81F-9BF4-4A13-B379-0D2F9DCA141C,FF03E8B7-C6D5-4E76-883E-6C517C4F544C,2019-07-25 08:31:13.0000000,7,
2090021,Cracks,Branches,3,2,2,7,F0DED13B-DF0F-44D4-B71E-3D059453D59A,2C3DFCC5-4011-4E82-8B14-DA630EDB9451,2020-08-05 17:10:07.0000000,5,
839138,Dead Wood,Branches,1,2,2,5,,91F51D94-B40B-41B8-9DF6-0007D1053B1C,2019-12-31 16:18:00.0000000,3,
662499,Dead Wood,Branches,1,1,1,3,,3501710A-A892-4045-BF09-3FD62DA13E19,2019-11-14 17:15:00.0000000,2,
40989,Cankers,Branches,1,1,1,3,C5167394-A13E-437B-8F1C-38A11A949AD2,76492F0E-1812-425A-AAB2-43792E6E06C1,2017-02-10 12:19:44.0000000,2,
5818,Dead Wood,Branches,3,2,2,7,878EEF17-A8F1-4A3B-89B8-D4387A41F55C,82C834E8-23DB-4D0C-A40C-D07B0B815D40,2016-04-04 15:09:23.0000000,5,
14600,Decay,Stem,2,2,1,5,776C583A-F9B1-45EA-8D02-39175EF75B06,F3EF80A4-B871-4358-A300-3E91B5F1951E,2016-08-03 07:38:57.0000000,4,
70976,Cankers,Branches,3,4,3,10,7F747CA4-579A-4980-AB50-E4FC2D4ACB69,807EEF43-8F82-4092-925A-59D7EE65E41F,2017-07-25 13:21:37.0000000,7,
2062533,Dead Wood,Stem,4,3,3,10,,6AF115B3-7A6C-478F-8285-CC8021D08B08,2020-08-04 23:43:00.0000000,7,
2123194,Dead Wood,Stem,4,4,4,12,DBEBAEF7-F36C-4B33-85EC-04D1DC499459,0F832139-908E-4839-B0E7-9A41E0F0F954,2020-08-06 21:15:00.0000000,8,
2659815,Cankers,Stem,1,2,2,5,BBF904B6-F926-44E9-AB92-A6A2FD420E6E,B96E2568-49AE-4926-89A5-21240D7221A1,2020-09-16 18:01:28.0000000,3,
936928,Dead Wood,Branches,2,2,2,6,,59D9FA5D-0CC1-4438-8210-7B5E576D328E,2020-01-17 19:58:00.0000000,4,
691278,Dead Wood,Branches,3,2,3,8,,33701723-8A81-4A47-AFA5-28D3A40F98D9,2019-11-22 17:50:00.0000000,5,
460530,Cankers,Stem,1,1,2,4,64BE273F-0D14-4E28-9644-DFB1AFB174A8,CCD87FB8-7231-4FBB-8DD7-69DC003D6146,2019-05-24 13:20:17.0000000,2,
2907483,Cracks,Branches,2,2,4,8,E80C6303-BDC8-4072-A802-8A91DD33A511,52670DEA-E259-424E-9A0C-BB3FE102D2EA,2020-11-03 00:35:10.0000000,4,
569701,Decay,Branches,2,4,3,9,8BA1F69C-0F8C-4CBE-84A5-D075E9EA347B,3DD980BB-5AA7-4756-B7DD-41D5AB6EC9A8,2019-09-05 09:13:14.0000000,6,
39117,Decay,Stem,2,2,2,6,,CD795129-6ABC-43C3-AB04-B51102DA9C0B,2017-02-06 12:29:42.0000000,4,
317459,Decay,Stem,2,3,4,9,F43B6BE0-92C7-4F57-8968-5FAC213A37E3,931E9029-0F23-4437-ABCE-6ECB072A4906,2018-09-21 11:54:04.0000000,5,
2907566,Decay,Root Flare,1,2,4,7,47C5A7FF-A5ED-4FF9-A909-9F39200F0470,A82DAAAD-EE1E-4026-8DCB-448879CA9172,2020-11-03 04:59:45.0000000,3,
497158,Decay,Branches,2,1,3,6,6B3CEAE3-2EDD-460B-AE06-997B469FB033,45BC1A62-11FD-4DA1-85C7-6DA2CFB0643E,2019-07-03 15:08:26.0000000,3,
846274,Dead Wood,Stem,3,2,1,6,D7A9AF61-A0DE-443A-A6DF-E86FC3394021,C1B6F9D8-9232-4F18-B29D-5262F07A4040,2020-01-02 16:31:00.0000000,5,
429378,Decay,Root Flare,2,3,4,9,,46FA0D46-9647-4A70-8C82-57D1789172D1,2019-10-16 16:05:00.0000000,5,
7152,Cracks,Stem,2,3,3,8,932095D0-0760-407B-827D-3B4C39848D3A,C7AE16F2-AEE2-4B05-AC1B-416EAFF960FA,2016-05-17 11:29:09.0000000,5,
17889,Dead Wood,Stem,1,4,4,9,27E9B9FC-99EC-4BC9-ADFA-E56CBAD856E1,84907450-DA81-44F2-9532-B047AFD3AEE7,2016-09-19 14:05:30.0000000,5,
435246,Dead Wood,Roots,1,1,1,3,10C97DCA-10E8-43DB-83DA-0E719FF1876B,018153D5-842D-4A0B-B699-DBF8725CCEE7,2019-04-29 14:22:38.0000000,2,
106379,Decay,Branches,1,2,3,6,A177B84C-9CAE-4910-84C0-F5D7A4F74437,F102B5ED-C4FB-4E40-857F-7808E24FAA3F,2017-10-26 13:30:58.0000000,3,
1261281,No Visible Defect,Entire Tree,1,1,1,3,,8E1C3991-A408-4362-B19E-DEA5FB574827,2020-03-23 12:31:00.0000000,2,
955929,Decay,Stem,2,2,1,5,6168F765-0DEA-4A6D-89B2-0AB8D3E04531,F6494365-FF4A-4D58-8DD7-19C963E59881,2020-01-22 18:37:00.0000000,4,
1022212,Cankers,Branches,3,3,4,10,,7DBEF2EE-628A-4345-A13F-98FB4728C344,2020-02-09 16:54:00.0000000,6,
723707,Dead Wood,,2,2,2,6,7C3B9D24-3BBB-480C-8675-3AC134B8F48B,D4E94C5C-9EA2-440A-92D1-B019FBDDFF49,2019-12-03 16:20:00.0000000,4,
3464399,Cracks,Branches,1,2,1,4,F41702B2-0F7E-4BAD-B96B-A56A91DFA57A,78B265FC-BACF-4F8B-A5B2-C16B0CE43F51,2021-03-08 17:05:26.0000000,3,
82761,Dead Wood,Branches,2,4,3,9,,8BD8613A-76DA-42E0-8A41-5BDFE1722845,2017-09-14 10:01:13.0000000,6,
288949,Decay,Stem,3,2,3,8,944EC046-E96A-42CA-8FFD-AD0C33F7B6CE,9E9116AA-C357-4A12-8C0D-FB75B41868B9,2018-08-03 14:47:14.0000000,5,
6425,Dead Wood,Branches,2,1,1,4,E3E322B3-3AD4-4CB2-9DCF-61453CE1427B,5ECAEF1F-B5E7-4EC9-A8CF-CF6AC73F0054,2016-05-26 14:03:32.0000000,3,
447071,Decay,Branches,1,3,1,5,E4449FB2-741B-4BA3-8BBC-2BD202CD9218,E59FF744-CD24-4E41-9E17-ADB0FF1AECBC,2019-05-10 09:53:56.0000000,4,
4479542,Cracks,Stem,2,3,3,8,D4843AFA-CF49-414D-9A40-29FF48520FEF,F11832F7-FECF-4FB4-B19E-D4E1FA9625CA,2021-08-02 15:55:27.0000000,5,
476975,Decay,Root Flare,1,4,3,8,FBF15D09-50C2-4FF2-AFE7-0D6FF36FD005,B163B712-9CD1-43DD-BE2E-D59AC7CEC945,2019-06-12 09:34:02.0000000,5,
2604361,Decay,Stem,2,2,3,7,F760575E-2EA8-4F65-8A51-9A815F7AFFF5,5EFFE7C6-A2C5-45C7-81DD-7341A42279E8,2020-09-10 16:12:00.0000000,4,
3136571,Decay,Stem,1,2,2,5,D19E4FEC-C7C7-4FA6-93D6-F908F3A07C0E,06B10E0F-8AEB-4488-BDE0-324C09DABE13,2020-12-22 19:08:23.0000000,3,
41012,Dead Wood,Stem,4,4,4,12,,B5015122-72C5-4A73-AD50-236BCABF962B,2017-02-10 14:56:13.0000000,8,
31234,Decay,Stem,1,4,4,9,1A9077FA-3D68-4817-A3D7-F7A6BDD5828F,A7FAFE96-EDB1-4260-95A4-D2C9E38F4406,2016-11-23 09:25:12.0000000,5,
447360,Decay,Root Flare,1,4,2,7,F64D31F3-8EE9-4110-9D18-722C0DB75F76,355E705F-CF32-49B9-B8BA-29C0952F05D4,2019-05-09 16:09:21.0000000,5,
358936,Dead Wood,Roots,1,2,3,6,6089660D-DA7B-4EA3-AE18-C79D70E72CA8,409D2F69-7C59-4716-B726-9F584DD1AECD,2018-11-18 09:50:24.0000000,3,
4857446,Poor Tree Architecture,Branches,2,2,2,6,58C3AE70-C0B7-4E05-B4DA-51CB0CD0493F,FAC45314-5454-4F9D-A222-8DEF13FB897E,2021-09-02 19:59:58.0000000,4,
187730,Decay,Branches,4,3,3,10,,B428776A-43E6-4A1A-A5C8-5B64EDD1C8A7,2018-03-08 16:49:11.0000000,7,
1134051,Cankers,Branches,1,1,2,4,DED66932-C2F7-483D-80EB-50C0737158D6,382E0A99-B9C7-45D1-930B-985A2A1266FA,2020-03-03 17:22:00.0000000,2,
871673,No Visible Defect,Entire Tree,2,2,2,6,,70488C09-36B8-469F-BF82-CC4CA549D90A,2020-01-07 14:35:00.0000000,4,
106362,Decay,Branches,1,3,3,7,E2287DD3-4222-4C51-852A-3ADCBD4A2AD4,1FAA3BD5-7B94-4DF0-B40F-4ED049F4E37E,2017-10-26 11:26:55.0000000,4,
8741,Decay,Stem,3,3,2,8,E5D00C25-A883-4B53-B8AA-34C1DB21D914,945B1D80-648F-43D7-99DE-919F807F5387,2016-06-20 09:53:43.0000000,6,
430174,Decay,Branches,1,2,2,5,516F391B-52D0-4A35-B851-E3C45940F7A0,A412F2DE-D660-4272-B060-3D5638E7665B,2019-04-19 09:41:39.0000000,3,
662070,Decay,Stem,2,2,2,6,454F6639-9880-4A30-B64F-6B9063E72955,F8FB6ED1-BDD9-4D76-832B-17DC316554AE,2019-11-14 16:36:00.0000000,4,
999261,Decay,Branches,2,1,2,5,A773345E-F358-4964-B038-CB1A64407B8A,2D26B50D-8ED1-4172-AE2F-93645AC79FBA,2020-01-31 13:56:00.0000000,3,
486470,Decay,Roots,4,4,3,11,E5A72629-DE2F-46CE-84E9-CF7E86892AA2,27B7BA65-8832-43C7-AE50-9AD47233F108,2019-06-24 13:20:08.0000000,8,
1199524,Decay,Stem,2,2,2,6,,04AB1F70-7206-4991-A6FB-6BE89232AAA7,2020-03-12 19:06:00.0000000,4,
480808,Decay,Stem,2,3,3,8,FDF5609E-A9AB-4A87-8076-FD4CCA5A5A56,53A19A6A-5A4F-4DF9-B743-5AD1295116BE,2019-06-17 12:29:31.0000000,5,
929735,Decay,Stem,1,2,3,6,,04738AE8-8480-4E73-BCB5-17A61D2E2743,2020-01-16 16:51:00.0000000,3,
82389,Decay,Stem,3,4,4,11,8D6F0D45-8098-41AB-9E77-D185D4D85EE0,2417F11C-2860-47DE-A5E3-C9361E10E8C3,2017-09-12 12:45:31.0000000,7,
64742,Dead Wood,Stem,1,2,2,5,B3B78FC9-0B25-414B-8426-DCB53448AF8F,C02CB0EC-56ED-4785-AC50-9D0D5F1604E2,2017-06-21 10:50:16.0000000,3,
559036,Decay,Stem,2,1,3,6,4C5A6C40-87BC-41DC-A3C3-8A053AABA43F,C9E215F9-D2D5-4113-8D89-CED5BCBD62CF,2019-08-27 14:22:52.0000000,3,
2065370,Decay,Root Flare,1,2,4,7,35D8033E-CF2D-48FF-8916-B5B439C024ED,13E58E5F-3520-49FA-A4AF-BD0943A38204,2020-08-04 23:40:50.0000000,3,
53859,Decay,Stem,2,2,3,7,B4692F88-C6C9-457F-9ABA-83E01C920F39,0863BD79-3FEB-43A9-8F6D-3D23ABF75E66,2017-05-04 12:27:03.0000000,4,
1004797,Decay,Stem,2,2,4,8,652250CE-4D7F-4FA9-88D2-E6A24C39CA27,BA011DD8-091C-4712-99EE-B4365D0C7FB8,2020-02-03 15:41:00.0000000,4,
36312,Dead Wood,Stem,3,1,1,5,1F863CE5-6C47-4E7B-A8C8-6DDE9BDFBE43,E0ED6373-6F15-4B04-9595-F68371477BA4,2016-12-13 11:42:08.0000000,4,
555226,Decay,Roots,2,2,3,7,DA9BAABD-B442-4670-848C-64094CCFACA8,1B6B58FF-A8A9-42FB-B5C9-0CECB1AF9564,2019-08-23 09:50:11.0000000,4,
724042,No Visible Defect,Entire Tree,1,1,1,3,,7A1BB805-E399-4E6B-8E26-5C21692CE12C,2019-12-03 13:52:00.0000000,2,
7095,Decay,Stem,2,3,3,8,794D1CD9-84C5-419E-9920-8A446B96E4D8,230FC25C-31BD-4363-91D4-FF4129CD903B,2016-05-05 11:35:13.0000000,5,
3874477,Decay,Stem,1,4,1,6,475C8A22-7534-451A-9D3D-C60F71EA7FAB,7D788582-E847-48C5-8C7C-EA7BB802D31F,2021-05-21 16:22:49.0000000,5,
4801734,Decay,Stem,1,2,3,6,95059087-6194-443A-9109-59B9CC68759E,DFFE7F6E-463A-4438-8606-AF321F45E045,2021-08-31 14:28:35.0000000,3,
4828166,Decay,Branches,2,2,4,8,CCB07581-5677-47D4-9C88-D9673F494B11,02E83B1D-4E09-465A-879E-6022C9AA36A9,2021-09-01 16:54:07.0000000,4,FA1C094D-BCCD-4456-98F4-F1F0229233FE
6657,Decay,Stem,2,4,3,9,86153028-4FCB-41CA-9285-D76FF5BDC2DD,D681C657-0532-4E1D-9ABE-C1E0E57267D1,2016-04-09 11:40:55.0000000,6,
9677,Decay,Stem,3,3,4,10,6408F6F1-2686-4DB8-B042-BF56607E72ED,8BEBF27D-16C7-448A-8C25-9AED5C75D515,2016-07-06 16:14:55.0000000,6,
896522,Poor Tree Architecture,Branches,2,3,2,7,,8D31CF88-6DCB-4AEF-B515-F028A057A45F,2020-01-10 14:25:00.0000000,5,
928341,Decay,Stem,1,3,2,6,,86ACABF7-0014-49DF-9474-13643964275D,2020-01-15 19:18:00.0000000,4,
1129119,Cankers,Branches,2,4,2,8,7C2F3D07-8DAD-4354-89A8-91B209CC2D53,76923100-1A19-4108-98CD-ED3CB3B4829D,2020-03-03 14:19:00.0000000,6,
912652,No Visible Defect,Entire Tree,1,1,1,3,,690BF2E3-9EAA-4E8F-958D-BFF455F577D4,2020-01-13 19:06:00.0000000,2,
924932,Decay,Stem,1,2,3,6,,6217F30F-CC37-4AFE-BD69-CBF5F87CA9FE,2020-01-15 13:55:00.0000000,3,
255911,Decay,Stem,1,1,3,5,403F38A2-AF4A-4FB5-9ED4-9830217729E1,20CD74A1-598A-40D6-82F3-9A7E7EBC2924,2018-06-14 09:57:36.0000000,2,
41668,Dead Wood,Branches,2,3,3,8,,7CEB8FEE-AE0F-472B-A0BD-C651474E1B5A,2017-02-15 08:19:15.0000000,5,
2063730,Decay,Branches,2,2,3,7,8279AF05-8D90-4659-8A3C-03443FC0374E,8627FFB2-E5C6-4619-A8BD-E4EC7314BA14,2020-08-04 20:54:31.0000000,4,
425185,Decay,Branches,2,3,3,8,F89D9FA6-7C20-4A3A-9A5C-468D36853040,41CCD54C-12FE-4B2D-A0A6-EDB3C69E4CA8,2019-04-15 14:27:54.0000000,5,
1806009,Decay,Stem,2,2,3,7,0789E93A-ED5C-4E8E-9D82-3B05E9773252,E52AA24D-0C52-46DC-9C4F-269743B288C8,2020-07-01 19:40:05.0000000,4,
16736,Cracks,Stem,3,3,3,9,6BF04AB5-A5B8-4394-B8F3-009435ABF090,BAE4DD10-AA22-45C2-9EF8-A4FA8E6EFA14,2016-08-26 14:38:26.0000000,6,
4705221,Dead Wood,Roots,1,1,1,3,181C3C5E-04FA-4D79-A815-26988E7983E2,A406FB46-E94E-4C39-9423-ED0F7C7AEF03,2021-08-24 14:53:27.0000000,2,
283694,Root Problems,Root Flare,4,4,4,12,,FC36368E-94EE-469E-BFB1-F191F9161CD1,2018-07-31 09:06:16.0000000,8,
1831422,Decay,Root Flare,1,4,3,8,6CA6DAC0-3BC2-4753-8F67-E6BB1BC7020E,A108A5A3-04F0-4FF7-9C24-5CBCC6B79DBD,2020-07-07 15:29:31.0000000,5,
4283848,Decay,Stem,1,4,3,8,E593F436-D93C-4EEA-93BA-3F13C8D4167D,F5A2439B-2F30-4E4B-90BE-F3E2674AF76C,2021-07-13 14:40:46.0000000,5,
595186,Decay,Branches,2,3,3,8,D30C7206-B31B-4BA9-B55F-62480129BE15,FB243394-D578-42E7-A0A1-86B077900068,2019-09-26 11:50:19.0000000,5,
480270,Decay,Stem,1,1,3,5,0B09813D-4F7D-490F-8CCC-EC4188CD93C7,026F8A19-84EE-4F8B-A5F6-6479DE8849C4,2019-06-14 13:56:51.0000000,2,
543370,Decay,Branches,1,1,2,4,B92FA241-F867-43C5-B31B-E2687BD5CF85,CEE54BB3-279E-46F3-829B-71A8D8E6B1B4,2019-08-13 10:00:15.0000000,2,
4645350,Decay,Stem,1,2,3,6,9EED6BB4-28CA-4890-8B38-C9F10BA90B58,B8448C6E-D393-4818-A205-C3F43816F38C,2021-08-18 14:03:40.0000000,3,
759405,Poor Tree Architecture,Branches,2,2,2,6,,1A5CDE56-8E02-4A44-B3D8-2088CC15C0EA,2019-12-11 13:38:00.0000000,4,
1253988,Cankers,Stem,2,1,2,5,8D4A1C4C-E6B0-48A5-9558-D52D3D121554,5C9C361E-BCAB-4534-B06C-C346F73F0187,2020-03-20 18:28:00.0000000,3,
1289574,No Visible Defect,Entire Tree,1,1,1,3,,BD3456AE-25E4-4D65-8DF2-2CC37B231158,2020-03-26 20:47:00.0000000,2,
3213577,Decay,Stem,2,3,2,7,361FE116-DE01-4968-B70E-6C6A68BFD80D,690AF15B-3D4C-4985-BE66-2D030197EDD6,2021-01-05 15:44:39.0000000,5,
35213,Dead Wood,Stem,4,2,2,8,6494CA68-EC64-45B0-8AEB-C32A606C8465,799C27A2-6726-4EF8-BBD9-8CC235F332F5,2016-12-12 10:08:46.0000000,6,
548299,Dead Wood,Roots,3,2,2,7,CA2EAA30-C488-445F-89DF-1B7A20270B95,D2798806-7AC1-4AA6-9EA6-4312D54670FD,2019-08-19 07:59:26.0000000,5,
22103,Decay,Stem,3,3,3,9,,13113559-22BC-4911-B06A-A8A534A9E315,2016-10-17 12:54:53.0000000,6,
750122,Dead Wood,Branches,2,1,1,4,,2549644C-B101-42E7-87D9-02C102A1906F,2019-12-09 20:27:00.0000000,3,
80560,Decay,Stem,3,2,2,7,953F0BB2-1F2C-4408-8EB6-65CD560033AF,E6B55692-DC97-40A3-A03A-2B6DF7F1B3B4,2017-08-31 07:14:51.0000000,5,
871238,Dead Wood,Stem,3,3,4,10,,C55F9D4B-4D34-4B08-8209-D70DCBEA00F6,2020-01-07 13:17:00.0000000,6,
311268,No Visible Defect,Entire Tree,1,1,1,3,,18F05069-EB42-4028-9E8A-76ADA9E7EA52,2018-09-20 11:00:59.0000000,2,
3066636,Decay,Stem,1,4,3,8,7A11202D-8C46-44CC-AED9-D1E322C04CD5,C25551E9-EF45-4FAD-A0D4-FA02BED59767,2020-12-09 16:06:22.0000000,5,
2121188,Dead Wood,Stem,1,1,1,3,26726506-D345-4E99-97EC-D80A768773FB,4D1920D4-CDDD-42DD-93F0-91774A131A00,2020-08-06 20:01:33.0000000,2,
4522087,Cankers,Stem,2,3,3,8,7BB71B17-B8AA-47D1-8431-4CDFB0A108B1,D213B1DD-522E-4222-86FE-C24676F2A833,2021-08-04 13:08:51.0000000,5,
58253,Decay,Branches,3,3,3,9,2C742BB1-DDC4-4D6E-90EC-A2A2198CE032,B5EEB14E-3B14-45B4-BCDD-BF58ACF125E6,2017-05-24 15:45:33.0000000,6,
1939491,Decay,Stem,3,2,3,8,071415AD-0444-41B1-AB99-F7D6F0FA1AD8,118640EB-8935-42AC-8AF3-DAD1A3CF12E5,2020-07-21 16:03:16.0000000,5,
912612,Cracks,Stem,1,1,1,3,43FC0B80-81F1-4093-B21D-E9A8E4310FC9,CBD5E1F6-1E20-4FBA-B74D-B865918069D1,2020-01-13 18:16:00.0000000,2,
3270039,Decay,Stem,1,2,4,7,1DABD283-5C5B-4401-B83F-3DD3BB642281,EBD8A717-1A5B-490E-833C-BA64A780E85F,2021-01-14 12:29:52.0000000,3,
922356,Weak Branch Unions,Branches,3,2,2,7,,592E91FD-C412-436A-9570-753A076B6992,2020-01-14 18:05:00.0000000,5,
70513,Decay,Branches,2,3,3,8,C0E096EE-1118-4768-B350-E15DF76C6466,5973D0A0-8CA2-4E21-851D-C25EEEC9D47A,2017-07-21 09:24:58.0000000,5,
1158660,Decay,Stem,2,2,2,6,D992C2F5-460E-45DE-87C2-DB056F13DB51,CA1D50C6-51B5-4B7C-825F-BE884FE2C30B,2020-03-09 12:02:00.0000000,4,
886475,No Visible Defect,Entire Tree,1,1,1,3,,32BDC4D6-8A88-4C93-AAE4-89709BD6ED1F,2020-01-09 13:48:00.0000000,2,
160706,Decay,Stem,2,3,3,8,B7F4D72E-335B-4740-92E0-3C82B9140788,43A2E618-379C-4313-B576-B6B76F6C4E2A,2018-02-09 13:36:46.0000000,5,
2978235,Decay,Stem,1,1,2,4,4966B825-7FB3-4820-89FF-6A7501DC74AB,7A1D96A4-5670-48B4-99F2-3977657197A5,2020-11-18 16:40:00.0000000,2,
2486749,Decay,Stem,2,4,3,9,,BA8B1620-3428-4683-89C0-3115F195B9AD,2020-08-25 22:14:00.0000000,6,
841,Decay,Stem,1,2,2,5,90FEFCDD-3B9B-4FC4-A7EA-E1009927B5AB,3026F7E9-A53C-4A1A-B1FE-80C1383314D3,2015-10-16 14:13:18.0000000,3,
4038619,Cracks,Root Flare,3,2,2,7,1A0D179C-53C9-485D-A4EE-53CBB719A273,B5D063E1-68B2-473C-976D-D20523B98A2F,2021-06-14 17:21:25.0000000,5,
147636,Decay,Stem,2,4,3,9,F595FF7F-8557-4655-A662-B00E620AD7CE,950566A6-FE24-4E84-B142-5314C7EB3875,2018-01-22 12:13:13.0000000,6,
1000767,Decay,Stem,1,2,3,6,838DCF19-368E-4DB1-9301-07590860ECDA,14CABCB9-0617-4A3C-9C16-5DAB8DE3BE23,2020-01-31 14:31:00.0000000,3,
731356,Decay,Branches,1,1,3,5,242F01FD-CB73-41E4-9CBF-63992BD883F8,1A26171E-DB16-49D9-84CD-B6F4551E61D7,2019-12-04 18:05:00.0000000,2,
920733,Dead Wood,Branches,1,1,1,3,,8A2FC0AB-8BB5-40CB-BF63-F13377C8175B,2020-01-14 17:47:00.0000000,2,
1002685,Dead Wood,Branches,2,1,1,4,,51A9686F-CBF9-4CD9-AD8E-B78D62F77AF3,2020-01-31 21:14:00.0000000,3,
509138,Decay,Stem,2,4,1,7,,600A135C-70F6-4712-9E2B-9F95F7881CC0,2019-10-22 13:36:00.0000000,6,
592258,Decay,Branches,2,3,3,8,396286E0-CF3A-4A11-A6C6-D86EC3D654FA,CAAED6C1-D3C3-4A0A-964D-B694DD4A34AC,2019-09-24 17:04:07.0000000,5,
65186,Decay,Stem,3,3,3,9,8EF81ACD-A2F1-4EAC-A51B-C183D361FF01,AF0E9910-4DA5-41F2-8883-B235F2DD6CC9,2017-06-22 09:18:51.0000000,6,
999459,No Visible Defect,Entire Tree,1,1,1,3,,E5B1840D-0800-4723-AD13-EB0DDFA9F4FD,2020-02-06 18:00:00.0000000,2,
3213998,Decay,Root Flare,1,2,4,7,EF5E1F8E-4877-4554-A0C0-0248325A660F,3CC388DC-BA92-4FD9-8CCE-97DECFE9BE64,2021-01-05 16:14:47.0000000,3,
4302746,Decay,Branches,2,2,4,8,549D8560-4044-4756-8209-85EA10645DF1,12E763AB-B289-4DCC-AF80-84AF5CD38C5A,2021-07-15 13:02:00.0000000,4,
503313,Decay,Stem,1,2,3,6,698FF7FB-0447-4959-9C28-AEF2B228A419,74129ACB-0250-4E0B-97B8-6E6097BADAD9,2019-07-16 13:21:15.0000000,3,
262970,Decay,Root Flare,3,3,3,9,E508B274-C9FA-4D3F-99BA-FFE7905597D8,0085DA74-CF9C-477A-8AFC-DE77AE0E05B0,2018-06-23 15:23:40.0000000,6,
934756,No Visible Defect,Entire Tree,1,1,1,3,,4A4022EB-67CF-4FB6-9639-F7A3D358A50A,2020-01-17 15:30:00.0000000,2,
676228,Decay,Root Flare,2,4,1,7,,FBC2980C-A31E-4614-8C2F-0382C214E314,2019-11-19 17:57:00.0000000,6,
464790,Cracks,Branches,3,1,1,5,F58455AD-BD9E-44EF-B680-96F22700DD61,4C2BB13B-FED3-48F8-83C5-D6F4FC6498BC,2019-05-30 12:42:19.0000000,4,
1076419,Decay,Roots,1,2,4,7,18C228D4-F7ED-4A71-9C3F-6823896DD1DF,A5E59ED3-528F-445C-8F6F-C861CF11F39D,2020-02-20 14:41:00.0000000,3,
496429,Decay,Stem,1,3,2,6,008EB64B-D132-4AF2-AE2D-7C4A562871A5,4E750C11-85C2-462A-BD6A-41680F945F1C,2019-07-02 17:52:00.0000000,4,
51913,Dead Wood,Stem,3,1,2,6,,C90DF437-7957-4B5D-B45A-A4A45B5CC25F,2017-04-27 12:27:44.0000000,4,
3860234,Root Problems,Roots,3,3,4,10,,9A376CD1-0B0D-429D-BF74-E73084E32255,2021-05-19 19:15:33.0000000,6,
1407785,Dead Wood,Stem,2,2,3,7,574C4836-7CDC-42FE-AC6F-3A5929FFC31B,0CFAA6D0-B9B7-42C6-8D97-2E8D39AA98B6,2020-04-24 15:56:44.0000000,4,
909206,No Visible Defect,Entire Tree,1,1,1,3,,499CA3E5-74A9-460D-8EA1-BB35BC88BB53,2020-01-13 13:30:00.0000000,2,
441842,Decay,Stem,1,2,4,7,ADA432F9-72EC-4DD3-B1E5-A419BB1C305B,D686A997-3341-4FA3-91BB-E3674D1DDE53,2019-05-06 12:45:20.0000000,3,
3989571,Decay,Stem,2,2,4,8,F7D70499-1606-455D-9173-0ECF8F223662,B66A6C2F-28B7-4F46-92C0-672D363EB62F,2021-06-08 15:06:58.0000000,4,
695833,Decay,Stem,1,2,2,5,,10F0E94B-A6C9-49FF-9EBB-392F5933F651,2019-11-25 15:35:00.0000000,3,
345884,Dead Wood,Stem,2,1,2,5,A845BD6C-4A3C-477D-8B7C-4254D42CC465,3904B5FB-38A3-4C8A-9D3E-B29FD8CB937A,2018-10-25 12:00:57.0000000,3,
5049,Decay,Stem,1,2,3,6,0033FD20-2F84-4D5F-845B-82194A4B0092,BDB5099F-2C85-4951-BF29-BA5097E3F1BD,2016-04-04 12:15:39.0000000,3,
3276955,Cracks,Branch Union,4,1,1,6,,357A14E0-34A2-4B07-8A22-E2367ECE48AE,2021-01-15 16:54:42.0000000,5,
4587440,Decay,Stem,1,2,4,7,48DF6E2B-9E3F-4EB4-9F2C-731617BC9009,A1DBA818-4A5E-4751-8260-7C57F9616EB1,2021-08-10 14:48:02.0000000,3,
932243,Decay,Branches,2,2,2,6,,EA0793F9-8ED8-4696-8114-2EE17267283F,2020-01-16 20:00:00.0000000,4,
476947,Cankers,Stem,1,4,2,7,6B42C9C9-017A-490A-B0AE-8D1D399C2217,C3245F8B-B09C-4929-B3BC-56740BE1C7B8,2019-06-12 12:00:34.0000000,5,
358015,Dead Wood,Stem,4,3,3,10,,D0F2F4EB-FE3D-4A0B-B3C2-AD02E88B7B0E,2018-11-16 09:56:33.0000000,7,
316687,Decay,Stem,2,2,4,8,8DDE1889-AB53-453A-BE4A-F4BA373D57C7,246372C1-8748-4761-B086-34E40DF6E458,2018-09-21 12:19:11.0000000,4,
283617,Decay,Branches,1,1,2,4,ECF8B7BE-5DA3-4743-B958-513CDDEA4AC8,B131E888-8893-458E-AAC3-1F6412225163,2018-07-30 14:00:41.0000000,2,
